age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,4,240035,11,2,12,0,4,1,3282,0,40,39,0
52,6,31765,11,2,3,0,4,1,0,0,40,39,0
66,4,29658,8,6,8,4,4,0,0,0,36,39,0
40,4,97516,9,4,4,1,4,0,14917,0,40,39,0
42,4,73671,7,5,3,4,2,0,0,1551,40,39,0
49,5,89828,11,2,3,0,4,1,0,0,40,39,0
33,4,105467,9,2,4,5,4,0,14775,0,20,39,0
33,4,364157,9,2,4,5,4,0,0,0,50,39,1
46,6,171173,15,2,13,0,4,1,0,0,83,39,1
18,4,441626,11,4,6,3,4,1,0,0,45,39,0
52,4,45497,1,2,3,0,4,1,0,0,78,39,1
38,5,372722,15,2,8,0,4,1,0,0,12,39,0
18,4,134018,15,4,12,3,4,1,0,0,40,39,0
52,2,145913,7,2,4,0,4,1,0,0,40,39,1
22,4,183104,4,2,10,0,4,1,0,0,40,9,0
65,4,1014859,9,2,12,5,4,0,3707,0,40,39,1
19,7,202722,15,4,9,3,4,1,0,0,33,39,0
45,4,285764,5,0,1,4,4,1,0,0,40,39,1
32,4,96800,11,0,8,4,2,0,0,0,38,39,0
37,4,335446,15,4,3,1,4,1,3274,0,45,39,0
36,5,141196,9,2,12,0,4,1,0,0,40,39,1
40,4,293880,8,2,6,2,4,1,0,0,40,39,0
39,4,190347,9,0,4,1,4,0,0,0,40,39,0
41,1,288468,5,0,0,1,2,1,0,0,40,39,0
38,4,225314,15,0,3,1,4,1,0,0,50,39,0
57,5,150023,9,2,12,0,4,1,0,0,11,39,0
28,0,208437,9,4,10,0,1,1,14870,0,40,39,1
31,4,96897,9,2,4,0,4,1,0,0,40,39,0
40,2,326421,11,2,6,0,4,1,1675,0,40,39,0
49,4,34203,15,4,1,1,4,0,0,0,50,39,0
45,4,273147,15,2,7,0,4,1,0,0,50,39,1
37,4,198741,9,2,12,0,4,1,0,0,88,26,0
46,6,169031,15,2,5,0,4,1,0,0,40,39,0
28,4,316964,9,4,3,1,4,1,0,0,40,33,0
46,4,204719,15,2,12,0,4,1,0,0,81,39,1
48,4,203906,9,2,3,0,4,1,7585,0,40,39,1
24,2,173627,15,4,3,3,4,1,0,0,40,39,0
21,8,255350,4,4,6,3,4,1,0,0,55,26,0
48,1,134465,9,2,10,0,4,1,0,0,40,0,1
42,4,172153,11,2,4,0,4,1,0,0,45,39,1
19,4,298130,15,4,1,3,4,1,0,0,30,39,0
24,4,295784,9,4,3,3,4,0,0,0,20,39,0
25,4,27075,9,4,10,3,2,1,0,0,21,6,0
29,4,64041,15,4,3,1,4,1,0,0,40,39,0
68,4,175019,11,2,12,0,4,0,3638,0,68,39,1
51,4,124469,11,0,1,4,4,0,0,0,31,39,0
37,4,356315,11,4,14,1,2,0,0,0,60,39,0
21,4,110595,0,4,8,1,2,1,0,0,9,39,0
63,2,118492,11,2,8,0,2,1,0,0,40,39,0
32,4,450103,6,2,14,0,4,1,0,0,82,39,0
26,4,252176,9,0,4,1,4,1,0,0,50,39,1
36,4,53503,8,2,8,4,2,0,0,0,33,39,0
24,4,259618,11,2,8,0,0,1,0,0,40,39,0
52,5,193698,11,2,12,5,4,0,0,2718,16,39,1
27,4,342515,11,4,3,3,4,1,0,0,39,39,0
39,4,306057,9,2,4,2,4,0,0,0,50,9,0
69,0,233385,7,4,0,3,4,0,0,0,40,9,0
27,4,206836,9,4,1,3,4,0,0,0,10,39,0
72,2,142902,11,1,1,1,4,1,0,0,36,28,0
31,7,132593,10,2,10,0,1,1,0,0,40,39,1
36,4,133481,15,2,4,5,4,0,0,0,46,39,0
19,4,176577,15,2,12,0,4,1,0,0,10,39,0
40,4,47389,15,0,8,4,2,0,0,0,40,39,0
53,2,95691,11,2,1,5,4,0,0,0,40,39,0
37,5,21043,9,0,12,1,4,1,0,0,45,39,1
22,4,104154,11,4,3,5,4,0,0,0,40,39,0
39,4,192457,15,4,12,1,4,0,0,1547,40,39,0
37,4,134700,15,2,12,0,4,1,0,0,60,39,1
30,4,360558,11,0,3,2,4,1,0,0,40,39,0
65,4,199040,1,2,3,0,4,1,0,0,58,39,1
60,4,98016,11,0,8,4,2,0,0,0,40,39,0
28,0,112332,0,4,8,1,4,0,0,0,10,39,0
22,7,139006,9,4,4,1,4,1,0,0,37,39,0
38,4,286651,11,2,7,0,4,1,2288,0,40,39,0
33,4,192100,15,2,3,0,4,1,0,0,82,39,1
36,4,83189,8,4,12,1,4,0,0,2313,48,39,1
33,4,317200,15,2,1,0,4,1,0,0,20,39,0
23,4,55077,8,2,10,0,4,1,0,2742,60,39,1
28,7,411681,7,4,10,4,4,0,0,0,20,39,0
41,4,189571,9,0,3,1,4,0,0,0,40,39,0
27,2,27470,8,2,3,0,4,1,0,0,38,39,0
25,4,49592,15,4,12,1,4,1,0,0,40,39,0
50,4,119162,9,2,3,0,4,1,0,0,40,39,0
50,6,345913,15,2,12,0,4,1,0,0,21,39,0
31,2,103027,15,4,1,1,4,0,0,0,48,39,0
44,4,192422,11,2,3,0,4,1,0,0,49,39,1
64,6,109236,0,5,9,1,4,0,0,0,35,39,0
31,4,45386,7,4,3,1,4,1,0,0,40,39,0
60,7,30778,9,2,1,0,4,1,7916,0,40,39,1
26,4,182543,8,4,1,3,4,1,0,0,51,39,0
58,6,212905,1,2,14,0,4,1,0,0,40,39,0
49,4,161081,15,2,3,0,4,1,0,0,40,39,0
46,4,210707,9,2,1,0,4,1,0,0,40,39,1
24,4,310356,9,4,4,1,4,1,0,0,40,39,0
51,4,25424,9,0,4,1,4,0,0,0,50,39,0
43,7,177212,15,4,3,1,4,1,0,0,40,39,1
38,6,347255,6,4,10,2,4,1,0,0,81,39,0
45,4,151844,9,2,1,5,4,0,3326,0,10,39,1
72,1,357831,15,2,13,0,4,0,7298,0,40,39,1
24,4,250066,9,4,6,3,4,0,0,0,46,0,0
27,4,208809,11,2,3,0,4,1,14873,0,45,39,1
21,4,156924,15,2,12,2,4,1,0,0,32,39,0
51,4,133130,11,2,14,0,4,1,0,0,40,39,1
38,4,110241,11,0,12,1,4,0,0,0,34,39,0
61,4,320134,10,2,10,0,4,1,0,0,66,39,1
34,1,421402,15,2,6,0,4,1,0,0,40,39,0
55,4,379163,9,0,10,1,4,0,0,2344,23,39,0
55,4,268164,11,4,3,1,2,1,0,0,40,39,0
51,4,244560,8,2,6,0,4,1,0,0,40,39,1
30,6,254985,11,2,5,0,4,1,0,0,45,39,0
48,4,171859,9,2,4,0,4,1,0,0,44,39,1
53,0,174744,1,0,0,5,4,0,0,1656,40,39,0
34,7,130368,9,2,10,0,4,1,0,0,50,39,0
28,4,202104,15,4,13,1,4,0,0,0,40,39,0
20,4,31326,11,4,1,3,4,0,0,0,40,39,0
60,4,107134,11,4,3,0,4,1,0,1515,60,39,0
27,6,327774,11,2,12,0,4,1,0,0,40,39,0
22,6,375036,4,4,6,3,4,1,0,0,24,39,0
37,4,171753,11,2,12,0,4,1,14802,0,11,39,1
29,4,185864,15,0,1,1,4,0,0,0,40,39,0
47,4,116423,11,0,13,4,4,0,0,0,40,39,1
46,4,23349,7,2,3,0,4,1,0,0,40,39,0
35,4,304834,11,4,6,5,4,1,0,0,29,39,0
25,4,95954,1,2,12,0,4,1,0,0,40,39,0
44,6,453056,4,5,5,4,4,1,0,0,28,39,0
18,6,155171,15,2,12,0,4,1,0,0,40,39,1
33,4,238602,9,4,10,1,4,0,0,0,50,39,0
32,5,204090,11,2,4,0,4,1,14838,0,50,39,1
33,4,762366,11,4,14,3,4,1,0,0,45,39,0
32,4,169733,9,0,12,1,4,1,0,0,50,39,1
34,4,110886,11,2,13,0,4,1,0,0,40,39,1
48,4,99832,11,0,12,4,4,0,0,0,30,39,0
39,4,90779,15,4,12,1,4,0,0,2762,60,39,0
49,4,33212,8,0,12,5,4,0,3371,0,40,39,1
35,4,314967,9,2,14,0,4,1,0,0,50,39,1
25,4,166517,7,4,4,4,4,0,0,0,40,39,0
61,4,194261,11,2,3,0,4,1,0,0,60,39,0
51,4,233496,11,4,8,1,4,0,0,0,83,39,0
37,4,121431,9,4,10,1,4,0,0,0,40,39,0
61,4,358350,9,2,12,0,4,1,0,0,45,39,1
41,4,335901,15,4,3,4,4,1,3258,0,40,39,0
50,6,593316,12,0,4,1,4,0,0,0,34,39,0
54,6,29955,11,2,12,0,4,1,15055,0,84,39,1
18,4,110782,0,4,8,3,2,0,0,0,26,39,0
55,6,21641,8,2,12,0,4,1,0,0,12,0,1
40,5,151430,15,2,4,0,4,1,0,0,40,0,1
24,4,191644,15,4,1,1,4,1,0,0,40,39,0
34,4,199249,11,4,8,2,4,0,0,0,30,26,0
44,4,185521,9,2,1,0,4,1,7329,0,40,39,1
67,0,202307,15,0,8,1,4,0,0,0,16,39,0
67,1,200098,15,0,3,1,4,0,0,0,40,39,0
35,4,373883,11,2,8,0,4,1,0,0,45,17,0
20,4,182218,11,4,3,2,4,1,0,0,40,39,0
36,4,38064,1,2,3,5,4,1,0,0,50,39,0
37,4,310053,1,2,3,2,4,1,0,0,40,39,0
30,4,337647,15,4,1,1,4,0,0,0,20,39,0
37,4,96108,15,2,1,5,4,0,0,0,40,39,1
21,0,251733,1,2,0,0,4,1,0,0,34,26,0
38,4,178221,11,2,3,0,4,1,3145,0,40,39,0
42,4,41116,15,2,7,0,4,1,0,0,40,39,0
53,4,211375,11,2,3,0,4,1,14765,0,45,39,1
58,2,94783,1,2,3,2,0,1,0,0,34,39,0
30,4,185231,9,4,11,3,4,1,0,0,60,39,0
33,4,125822,0,2,6,0,4,1,0,0,30,33,0
39,7,185786,11,2,3,5,4,0,0,0,40,39,1
56,4,140862,1,2,4,0,1,0,0,0,33,39,1
60,6,125912,1,2,3,0,4,1,0,0,20,39,0
36,4,320881,11,0,7,4,4,0,0,0,40,39,0
36,4,254196,8,2,3,0,4,1,0,0,40,26,0
50,6,99281,11,0,3,1,4,0,0,0,23,39,0
49,4,128363,9,2,7,0,4,1,3226,0,40,39,0
38,4,92846,10,4,10,1,4,0,24186,0,40,39,0
25,0,277262,15,4,0,3,4,0,0,0,40,39,0
53,5,217788,9,2,12,0,4,1,0,0,60,39,1
22,4,198802,9,4,10,3,4,0,0,0,44,39,0
20,4,173415,15,4,1,4,4,0,0,0,11,39,0
35,2,169102,11,2,4,0,4,1,0,0,40,39,0
53,6,98606,11,6,5,4,4,0,0,0,40,39,0
44,4,115727,5,4,8,4,4,0,0,0,39,26,0
23,4,355238,15,4,7,4,4,0,0,0,40,39,0
55,7,134154,9,0,12,1,4,1,0,0,50,39,0
68,5,170653,9,2,0,0,4,1,0,0,48,39,1
30,4,497546,12,0,12,1,4,0,0,0,40,39,0
37,4,231996,11,2,3,0,4,1,0,0,40,39,0
50,4,258798,15,4,10,1,4,1,0,0,33,39,1
37,4,176532,15,4,12,0,4,1,0,1985,60,39,1
29,4,90912,11,4,12,1,4,0,0,0,32,39,0
29,4,51222,4,0,3,1,4,1,0,0,40,39,0
40,4,83224,11,4,8,4,2,0,0,0,40,39,0
31,4,371710,9,2,7,5,4,0,0,0,40,39,0
46,1,198697,15,4,3,1,2,1,3284,0,40,39,0
48,4,37933,9,5,12,2,2,1,0,0,45,39,0
26,6,119494,11,2,3,0,4,1,0,0,40,39,0
39,4,169972,9,4,14,1,4,1,0,0,45,39,0
44,4,125018,0,4,12,1,4,0,0,0,49,39,0
52,6,131695,1,2,5,0,4,1,0,0,55,39,0
25,4,292307,12,4,10,1,4,1,14790,0,50,39,0
41,4,427744,8,2,3,0,4,1,0,0,40,39,0
22,4,86844,11,4,3,3,4,1,0,0,40,39,0
66,7,125672,9,4,8,1,4,1,0,0,40,39,0
35,2,134380,15,4,11,2,4,0,0,2633,60,39,0
41,4,152941,9,0,1,1,4,0,0,0,40,39,0
34,6,125062,9,4,4,2,4,1,0,0,20,39,0
59,0,99331,1,2,4,0,4,1,0,2321,40,14,1
28,4,133992,12,4,12,1,4,1,0,0,50,39,0
20,7,249389,6,4,3,1,4,1,6219,0,52,39,1
60,4,290018,11,2,7,4,4,1,0,0,29,39,0
57,4,151726,0,4,9,3,4,0,0,0,27,39,0
37,2,195417,11,2,3,0,0,1,0,0,40,39,0
66,4,472705,15,0,3,4,4,0,0,0,40,39,0
59,1,133391,11,0,13,4,2,1,0,0,40,39,0
56,4,174764,9,0,10,4,4,0,0,0,36,39,0
39,4,274414,8,0,5,4,2,1,0,2666,40,39,0
53,6,164960,9,4,12,1,4,0,0,0,40,39,1
38,4,338725,9,2,4,0,4,1,14885,0,55,39,1
22,4,91394,9,4,12,1,4,1,0,0,40,39,0
26,4,172728,15,4,8,2,4,1,0,0,40,39,0
43,4,103284,9,0,1,4,4,0,0,0,40,39,0
55,4,97783,0,4,13,5,4,0,0,0,40,39,0
19,6,385690,12,2,10,5,4,0,0,2005,21,39,0
35,4,185576,4,4,4,2,1,0,0,0,34,39,0
53,1,504110,11,2,1,5,4,0,7396,0,50,39,0
30,4,81073,11,2,8,0,4,0,0,0,30,39,0
25,4,196693,5,4,3,2,4,1,0,0,24,6,0
39,4,31634,15,0,8,1,4,0,0,0,17,39,0
34,4,159321,9,2,3,0,4,1,0,0,49,39,0
35,2,431442,9,4,10,1,4,1,0,0,68,39,0
34,2,28779,8,2,13,0,4,1,0,0,56,39,0
45,1,67967,8,2,13,0,4,1,0,0,50,39,0
49,5,115670,12,2,10,0,1,0,0,0,40,39,1
17,4,155893,15,2,6,0,4,1,0,0,18,39,0
35,4,208689,11,2,3,0,4,1,0,0,40,39,0
61,4,106628,11,4,3,1,2,1,0,0,40,39,0
33,4,310242,11,0,8,1,4,0,0,0,60,39,0
64,4,110745,11,2,3,0,0,1,0,0,40,39,0
27,4,107527,11,2,8,5,4,1,0,0,32,39,0
32,4,182953,15,4,12,1,4,1,0,0,55,39,0
39,4,326751,11,2,7,0,2,1,0,0,25,39,0
83,5,311413,9,2,12,0,4,1,0,0,11,39,1
24,0,95439,11,2,0,0,4,1,0,0,40,39,1
27,4,67209,8,2,13,5,4,0,0,0,40,39,1
23,4,313341,15,4,1,4,4,0,0,0,40,39,0
39,4,153852,15,4,1,4,4,0,0,0,20,0,0
34,4,168758,15,4,3,1,4,1,0,0,50,39,0
26,4,63529,9,4,10,1,4,1,0,0,40,39,0
53,4,37330,1,2,6,0,4,1,0,0,83,39,0
28,4,167303,11,4,12,1,4,1,0,0,34,39,0
32,4,191937,4,2,3,0,1,1,0,0,32,17,1
47,4,119307,9,2,12,0,4,1,0,0,85,39,1
35,1,452523,9,0,13,5,4,1,7323,0,40,11,1
36,4,273276,11,2,3,4,4,1,0,0,40,39,0
28,4,566814,9,4,12,4,4,0,0,0,32,39,0
34,4,239093,1,4,3,1,4,1,0,0,40,39,0
39,0,24656,0,0,8,1,2,1,0,0,28,39,0
29,4,124995,8,4,1,4,4,0,0,0,32,39,0
39,4,80661,11,2,8,0,4,1,0,0,63,39,0
34,4,210874,9,2,12,0,4,1,0,0,40,39,1
44,5,94567,5,2,3,0,4,1,0,0,39,39,0
45,5,185733,11,2,3,0,4,1,14851,0,60,39,1
42,1,407476,15,4,1,1,4,0,0,0,36,26,0
34,5,183285,9,2,12,0,4,1,0,0,50,39,1
50,4,43704,8,0,1,1,4,0,0,0,10,39,0
43,4,190438,9,4,3,1,1,0,0,0,40,23,0
25,4,172901,8,4,12,1,4,1,0,0,50,39,0
60,4,142918,15,2,8,5,4,0,0,0,18,39,0
49,4,113039,9,2,12,0,4,1,0,0,40,39,1
37,4,180068,15,4,1,5,2,0,0,0,40,39,0
39,6,273167,8,2,12,0,4,1,0,0,83,39,0
26,0,277018,11,4,0,3,4,1,0,0,20,39,0
35,4,100815,9,2,4,0,2,1,0,0,40,39,0
56,4,193265,9,2,4,0,4,1,0,0,60,39,1
43,4,190618,1,2,3,0,4,1,0,0,40,39,0
49,4,216089,1,2,13,0,4,1,3318,0,40,39,1
37,1,84338,11,0,1,5,4,0,0,0,40,39,0
47,4,286364,11,2,3,0,4,1,0,0,40,39,0
17,4,252273,11,4,3,1,4,1,0,0,40,33,0
61,4,380725,15,2,1,4,4,0,0,0,40,39,0
50,6,186616,15,4,3,1,4,1,0,0,40,39,0
24,4,110873,9,2,10,0,4,0,0,0,10,39,1
41,4,158964,11,2,8,0,4,1,0,0,23,39,1
28,4,190175,15,0,13,4,4,0,0,0,40,39,0
31,4,179364,9,2,6,2,4,0,0,0,32,39,0
31,4,191463,9,2,4,0,4,1,0,0,35,39,1
19,6,250505,15,2,3,0,4,1,0,0,40,39,0
26,4,69943,11,2,7,0,4,1,0,0,40,39,0
34,4,159527,11,4,8,3,4,1,0,0,20,39,0
37,4,315041,11,0,7,4,2,0,0,0,20,26,0
51,4,377924,0,0,8,4,4,0,0,0,33,39,0
45,5,307825,9,4,10,1,4,1,12188,0,51,39,1
46,4,170282,8,2,7,0,4,1,0,0,40,39,1
59,4,47700,8,2,6,0,0,1,0,0,44,39,1
22,0,125373,0,4,0,5,4,0,3314,0,26,39,0
35,5,187059,9,2,4,0,4,1,0,0,40,39,1
59,4,198064,10,2,10,0,1,1,0,0,40,39,0
23,4,243212,15,4,12,3,4,1,0,0,40,39,0
28,7,301544,11,4,1,3,4,0,0,0,19,39,0
41,4,30032,9,4,12,5,4,1,0,0,62,39,1
40,4,148976,9,2,12,0,4,1,0,0,40,39,1
29,4,339563,11,4,3,1,4,1,0,0,50,39,0
33,7,203258,9,4,10,3,4,0,0,0,11,39,0
26,4,82838,11,2,12,0,4,1,0,0,31,39,0
53,2,37801,15,4,10,4,4,0,0,0,40,39,1
53,1,29322,7,3,3,4,4,0,0,0,40,39,0
52,4,161571,0,6,8,5,4,0,0,0,40,39,0
58,4,60647,11,2,12,0,4,1,0,0,11,39,0
66,0,180797,5,4,3,5,4,1,0,0,40,39,1
26,4,309730,11,2,3,0,4,1,0,0,40,39,1
60,4,149062,11,2,12,5,4,0,0,0,20,39,0
50,4,131886,0,2,3,0,4,1,0,0,40,39,1
24,4,165716,9,4,4,5,4,1,0,0,61,39,0
30,4,111970,11,4,1,4,4,0,0,0,26,39,0
51,5,218798,9,2,12,0,4,1,17160,0,50,39,1
17,7,400836,11,0,6,0,4,1,0,0,50,39,0
30,4,55436,15,4,3,1,4,1,0,0,50,39,0
36,6,333049,15,2,10,5,4,1,14172,0,47,39,1
62,0,79796,15,4,0,1,2,0,0,0,11,39,0
26,4,441370,15,4,1,4,4,0,0,0,20,39,0
52,4,274984,9,2,14,0,4,1,3500,0,77,39,1
28,4,180441,4,4,12,1,4,1,0,0,45,39,0
42,4,344265,4,2,7,0,2,1,0,0,45,39,0
33,4,289384,11,2,12,0,4,0,0,0,12,39,0
48,1,50903,1,2,3,0,4,1,0,0,40,39,1
48,6,35891,15,2,3,0,4,1,0,0,40,39,0
60,6,142341,11,2,13,0,4,1,3249,0,40,39,0
30,4,276472,9,4,1,1,4,0,7314,0,40,39,0
19,4,128274,1,2,10,0,1,1,0,0,10,39,0
36,7,180720,9,2,10,0,2,1,0,0,40,39,0
38,0,182170,9,2,0,0,4,1,25471,0,68,39,1
30,7,69782,15,2,13,5,4,0,3285,0,40,39,0
35,4,196574,1,2,3,0,4,1,0,0,55,39,0
36,4,139752,11,2,3,0,2,1,0,0,40,39,1
32,4,378782,4,4,8,1,4,0,0,0,33,18,0
18,4,277518,11,4,1,3,4,0,0,0,31,39,0
23,4,134781,1,4,3,2,4,1,0,0,55,39,0
34,6,97517,9,4,10,5,4,0,0,0,40,39,0
41,3,296761,1,2,12,0,4,1,0,0,40,39,0
40,0,203858,8,2,0,0,4,1,0,0,10,39,0
34,4,361608,11,4,8,4,4,0,0,0,20,39,0
72,4,214225,15,4,8,4,2,0,0,0,33,39,0
37,4,221304,8,4,12,4,4,0,0,0,36,39,0
44,4,213380,8,2,13,0,2,0,0,0,40,39,1
25,4,562511,9,4,1,3,4,1,0,0,40,39,0
25,3,56561,15,4,10,3,4,1,0,0,40,39,0
58,6,81063,11,0,12,1,4,0,0,2341,39,39,1
55,4,113145,9,0,4,1,4,0,0,0,40,39,0
53,4,284440,14,0,12,1,4,0,0,2213,21,39,0
60,4,191976,1,2,3,0,4,1,0,0,40,39,1
41,4,125571,4,2,3,0,4,1,0,0,40,26,0
41,4,262201,11,4,7,1,4,0,0,0,10,39,0
36,4,424970,6,2,7,0,4,0,0,0,40,9,0
29,6,130498,9,2,10,2,4,1,0,0,40,39,1
38,4,263384,9,0,12,1,4,1,7342,0,40,39,1
28,4,107179,11,2,14,0,4,1,0,0,55,39,0
46,4,145275,15,4,4,1,4,1,14786,0,45,39,1
20,4,25988,0,4,8,3,4,0,0,0,23,39,0
21,4,410443,15,4,8,1,4,1,0,0,20,39,0
37,4,721079,8,2,4,0,4,1,0,0,40,39,0
24,4,164588,9,4,12,1,4,1,0,0,47,39,1
55,0,422421,11,0,0,5,4,0,0,0,35,39,0
60,4,119743,0,3,12,4,2,0,0,0,34,39,0
66,4,182319,15,4,3,3,4,1,0,0,35,39,0
19,4,235079,1,4,3,1,4,1,14876,0,40,39,1
35,4,341314,9,4,1,5,4,0,0,0,27,39,0
53,7,122075,9,2,12,0,4,1,3624,0,79,39,1
18,4,212052,2,4,8,3,4,0,0,0,13,39,0
41,0,198526,15,0,0,1,4,0,0,0,21,39,0
51,6,234442,6,0,10,1,4,0,0,0,50,39,0
26,4,201043,11,2,12,0,4,1,0,0,40,39,0
32,4,156878,11,2,13,0,0,1,0,0,40,39,0
19,4,338030,1,2,14,0,4,1,0,0,11,39,0
57,0,427893,5,2,0,0,4,1,0,0,87,39,0
30,4,389255,9,4,9,1,2,0,0,0,31,39,0
47,0,80967,10,0,0,1,4,1,0,0,5,39,0
63,4,165504,11,4,8,1,4,0,0,0,40,39,0
30,4,68405,7,4,13,3,4,0,0,0,40,39,0
36,7,50812,9,2,12,5,4,0,0,0,68,39,1
48,6,251707,6,2,7,0,2,1,0,0,40,39,0
64,0,315225,9,2,12,5,4,0,0,1554,40,39,0
29,4,82984,9,4,10,1,4,0,0,0,50,39,0
53,5,310916,11,2,0,0,4,1,14831,0,40,39,1
49,4,239936,15,2,3,0,0,1,0,0,40,39,1
34,4,357132,9,0,5,1,1,1,0,0,69,33,1
20,4,294339,11,4,1,3,4,0,0,0,40,39,0
32,4,398130,8,4,3,1,4,1,0,0,50,18,0
33,4,180852,4,4,6,2,4,0,0,0,40,9,0
20,4,160976,11,2,12,0,4,1,0,0,4,39,0
52,1,119287,9,2,4,5,4,0,0,0,40,39,1
79,5,190813,11,2,3,0,4,1,0,0,40,39,0
69,4,46555,14,2,3,0,4,1,99699,0,38,39,1
25,1,36742,11,2,3,0,4,1,0,0,40,39,0
39,4,57050,9,2,12,0,4,1,0,1982,60,39,1
52,7,305135,0,0,8,0,4,1,0,0,40,39,0
49,4,32088,15,2,12,5,4,0,0,0,30,39,0
55,5,198337,9,2,10,0,1,1,14963,0,40,9,1
28,0,246986,15,4,0,3,4,0,0,0,21,39,0
64,6,92740,1,2,3,0,4,1,14812,0,18,39,1
54,6,46579,15,4,3,1,4,1,14487,0,50,39,1
24,4,169253,7,2,12,0,4,1,0,0,45,39,0
35,4,335772,11,4,7,4,4,0,0,0,40,39,0
23,6,180306,7,4,4,3,4,0,0,0,50,39,0
23,4,46163,1,2,3,0,4,1,0,0,40,39,1
48,1,49452,9,0,13,1,4,0,0,0,40,39,0
35,4,108243,9,2,12,0,4,1,0,0,40,0,0
49,4,413999,11,4,1,1,4,0,0,0,20,39,0
31,4,64954,15,4,1,4,4,0,0,0,40,39,0
52,7,343746,6,0,14,4,4,1,0,0,81,39,0
37,4,329427,11,4,3,1,4,1,0,0,49,39,0
27,4,150660,9,2,12,0,4,1,0,0,44,39,0
22,6,188618,7,2,4,0,4,1,0,0,36,39,1
24,4,177086,9,4,10,1,4,0,0,0,51,39,1
47,4,211604,15,2,6,0,4,1,0,0,40,39,0
38,4,193384,15,0,8,1,4,0,0,0,50,39,0
62,5,101840,10,2,10,0,4,1,0,0,0,39,1
47,4,160495,11,4,3,1,4,0,0,0,34,39,0
39,4,178601,11,2,12,0,4,1,0,0,55,39,0
25,4,402396,15,4,1,3,4,0,0,0,40,39,0
51,4,100901,0,4,8,1,4,1,0,0,38,39,0
32,4,129637,4,4,8,2,1,0,0,0,40,27,0
32,4,106437,9,0,4,4,4,0,0,0,40,11,0
54,4,243512,8,2,3,0,4,1,7247,0,40,26,0
53,0,174671,1,2,0,0,4,1,14796,0,40,39,0
27,4,170848,1,4,8,4,2,0,0,0,32,39,0
22,0,89427,15,4,0,3,4,0,0,0,20,39,0
28,4,132379,8,2,1,5,4,0,0,0,32,39,0
46,4,192312,15,2,4,0,4,1,3409,0,40,39,1
39,4,406320,9,4,7,1,2,1,0,0,50,39,1
29,4,567840,9,4,8,2,2,1,0,0,60,39,0
49,4,49366,9,2,12,0,4,1,3388,0,40,39,1
47,4,280794,9,0,1,4,2,1,7268,0,40,39,1
28,4,272287,7,4,3,3,4,1,0,0,35,39,0
68,2,174176,14,0,3,1,4,1,0,0,48,39,0
28,4,315374,11,2,3,0,4,1,14818,0,60,39,0
22,7,510804,6,4,10,1,4,0,0,0,40,38,0
32,4,230931,9,4,12,1,4,0,0,0,46,39,0
36,6,397901,10,2,10,0,4,1,0,0,49,39,1
32,0,188744,9,4,0,3,4,1,0,0,50,33,0
27,4,345906,4,2,3,0,1,1,0,0,25,26,0
34,4,330457,9,2,6,0,4,1,0,0,70,39,1
36,4,113751,9,4,12,1,4,1,0,0,50,39,0
23,4,217630,9,2,4,3,4,1,0,0,45,39,0
33,3,286316,9,2,12,0,4,1,0,0,60,39,1
21,4,495559,11,4,7,4,4,0,0,0,40,39,0
24,6,140248,4,4,5,2,4,0,0,0,20,26,0
21,0,161097,15,4,0,3,4,0,0,0,26,0,0
39,4,55130,11,2,6,0,2,1,0,0,60,39,1
25,1,45871,8,5,10,1,4,0,0,0,34,39,0
53,4,202252,11,2,12,0,4,1,0,0,82,39,1
32,6,238475,11,2,6,0,4,1,0,0,82,39,1
45,4,157753,15,2,3,0,4,1,0,0,40,39,0
29,4,45230,11,4,6,1,4,1,0,0,7,39,0
38,6,38897,15,2,8,0,4,1,0,0,19,39,0
33,4,152956,9,2,4,5,4,0,0,0,49,39,1
25,4,61048,9,4,12,1,4,0,0,0,40,39,0
49,6,358955,9,2,12,0,4,1,0,0,40,39,1
33,4,140921,9,4,12,1,4,0,0,0,40,11,0
32,4,441378,9,4,9,3,4,0,0,0,46,39,0
70,4,174956,9,4,10,5,4,0,0,2637,10,39,0
36,6,154261,8,2,12,5,4,0,0,0,38,39,0
48,5,111297,11,2,14,0,4,1,0,0,60,39,1
54,4,202131,15,2,3,0,4,1,0,0,60,39,1
55,4,363967,6,0,13,4,2,0,0,0,82,39,0
26,4,365479,9,4,1,3,4,1,14815,0,35,39,0
28,6,205222,9,2,4,0,4,1,0,0,45,39,1
27,4,45733,8,2,14,0,4,1,0,0,55,39,0
40,4,210274,15,2,3,0,4,1,14813,0,40,39,1
20,0,313321,11,4,0,1,4,0,0,1657,40,39,0
47,4,158826,9,2,12,0,4,1,0,0,45,26,0
17,4,177208,15,4,6,3,4,1,0,0,28,39,0
23,4,165988,11,4,12,3,4,1,0,0,50,39,0
50,4,172361,15,2,3,0,4,1,0,0,81,39,0
59,0,231913,11,4,0,1,4,1,0,0,11,39,0
37,4,122534,10,2,10,0,4,0,0,0,55,39,1
27,4,125440,9,0,12,1,4,1,0,0,40,39,0
45,4,118393,11,0,1,4,4,0,0,0,20,39,0
31,4,97818,13,4,4,5,4,0,0,0,33,39,0
22,4,174483,11,2,7,0,4,1,0,0,33,39,0
24,4,183918,9,4,1,3,4,0,0,0,40,39,0
26,5,177641,9,2,3,0,4,1,0,0,40,39,1
