LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
16021,1,2,2,22,2,2,7,7,7,5,466,-1595,-1293,3801,-388,-588,0,0,0,0,0,0,1
502814,2,1,2,29,0,0,0,0,0,0,112355,182215,240723,295332,176479,256266,0,22470,0,0,30782,6144,0
271233,2,1,2,28,-1,0,0,-1,0,0,6393,183838,0,4036,13509,245368,4035,0,5200,3277,4450,5925,1
24797,1,1,2,27,0,0,0,0,2,-1,13703,15607,15972,13546,3511,15293,2044,1103,1250,572,899,1608,1
251768,2,3,1,51,0,-1,-2,-2,-2,-2,309,-447,2833,0,-508,638,679,511,613,0,782,0,0
169893,1,1,2,29,-1,-1,-1,-1,-1,-1,9055,2304,3725,7378,13281,-264,-298,1083,6748,4818,-297,7804,0
513091,2,1,1,45,2,2,0,0,0,0,543657,384362,339245,415383,214117,135645,0,6267,9733,16095,6378,10072,0
347618,2,2,2,28,0,0,0,0,0,0,182154,73752,197650,130586,95849,68901,7132,8402,3059,1874,6816,3528,0
13476,1,2,1,26,0,0,0,0,0,0,13468,16578,16945,11465,6389,13517,742,2062,632,1306,0,1456,1
169002,2,1,2,27,-1,-1,-1,-1,-1,-1,2068,59685,7291,58884,73945,89742,80893,8291,97964,22712,9051,40118,0
188053,2,2,1,23,-1,0,-1,-1,-1,-1,7563,57305,12710,63411,78734,65024,6804,1946,2223,3140,1790,1819,0
14371,1,2,1,54,0,0,0,0,0,0,10637,7320,6353,2293,9455,16931,2187,1042,700,1438,602,634,1
173945,1,1,2,25,2,0,0,0,2,0,40695,62842,91748,21320,51675,43937,1619,3683,5228,2854,3990,3993,1
12314,1,1,2,35,8,7,6,5,4,3,18874,11255,19508,21927,22361,29307,0,0,0,0,0,0,0
15623,2,1,1,28,-1,0,-1,0,0,0,11677,9509,8273,17597,15392,34450,2775,5023,5429,5265,2342,2083,0
262699,2,3,1,49,2,-2,-2,-2,7,-2,1579,1621,1442,164,-1724,1967,0,0,0,0,0,0,1
65589,2,3,1,39,1,-1,-1,-1,0,-1,3074,3317,2433,15105,61929,2802,0,3802,4251,18377,530,1123,0
127204,2,2,2,22,1,2,0,0,0,-1,72708,82975,148595,69494,75733,77857,4995,1453,6024,3128,8196,6231,0
377270,2,1,2,27,2,0,0,0,0,0,197773,77285,186237,76686,70852,144134,14612,8507,58439,8671,3741,18445,0
15108,1,2,2,35,2,2,7,7,7,6,5046,1076,1305,3018,5058,3042,0,0,0,0,0,0,1
234724,2,1,2,31,0,0,0,0,0,0,100589,99979,129828,65360,45178,62986,2190,7840,4043,0,4779,2658,0
280122,2,2,2,23,2,0,0,0,0,0,3589,355020,16329,13750,29139,17548,1358,16107,7795,2245,7954,0,1
207206,2,1,2,39,-2,-2,0,-2,-2,-2,9075,2316,1155,67043,70202,31244,0,2741,2893,2279,0,2178,0
57802,2,2,1,29,0,0,0,0,0,2,316517,381568,221499,309438,192838,108658,21903,10138,9286,13153,0,3015,0
204133,2,1,1,51,-1,-1,-1,-1,-1,-1,748,1186,3185,-83,-609,1480,988,2079,628,2007,2944,1719,0
150780,1,1,2,26,0,0,0,0,-2,-1,19504,3394,0,0,0,0,2693,1837,0,0,0,0,0
256009,2,2,2,39,0,0,0,0,2,2,153835,19978,255093,58471,111317,147319,1563,8301,11359,4014,0,552,1
490613,1,1,1,58,-2,-2,-2,-2,-2,-2,0,0,1255,0,0,0,0,628,0,0,0,0,0
196035,1,2,2,32,-1,2,-1,4,7,-1,2291,316,737,3541,-888,1318,0,811,0,0,831,112662,1
15353,1,3,1,54,0,0,0,0,0,0,23153,35473,35432,20514,2736,27216,959,1735,276,2103,412,0,1
198310,1,2,1,43,0,0,0,-1,0,0,41423,7470,2793,434,-639,0,0,2814,2905,1837,0,3229,0
364668,2,2,2,63,0,0,0,0,0,0,143565,40271,156711,167847,119937,240123,162198,7764,6391,2349,6731,4559,0
150110,1,1,2,26,-1,-1,-1,-1,-1,-1,613,0,2502,0,1617,1136,0,0,0,366,1163,585,0
328633,2,2,1,41,0,0,0,0,0,0,236486,65780,245705,94296,149908,65538,7571,17019,4537,7850,26222,7226,0
156904,2,1,2,52,0,0,0,0,-1,0,103282,83869,101237,73491,84350,90063,9767,4132,5114,9210,4399,3749,0
187592,1,2,1,32,2,0,0,0,0,0,279547,33493,29918,36071,14386,171467,1931,4067,15823,17234,25347,141,0
204587,2,3,1,32,1,2,2,2,2,2,211087,214073,294755,56249,142328,71865,4612,3842,0,2339,0,2711,1
56743,2,1,1,26,0,0,0,0,0,0,43875,58601,30156,8349,49756,25880,3457,3627,2194,43218,1121,97710,0
44281,1,3,1,48,2,2,2,0,0,0,-1814,25202,15497,25315,304045,33768,1235,0,3032,494,3627,0,1
445217,2,1,1,31,0,0,0,0,0,0,182474,200245,187946,195669,184888,308751,9036,13879,12262,3741,7289,8218,0
137748,2,1,2,27,-2,-2,-2,-2,-2,-1,-61,14717,8923,5511,446,90436,3938,6762,4412,2528,26061,4638,0
19600,1,2,2,29,0,0,2,0,0,-1,10592,18056,13528,24915,7952,11914,3712,0,1485,-66,2272,0,1
248857,2,1,1,29,0,0,0,0,0,2,209360,134064,183082,144126,122159,197337,10102,14767,6153,7741,27864,9296,0
13836,1,2,1,29,2,2,0,4,3,2,22995,17388,19784,23179,3118,12134,0,1081,0,0,0,499,1
98259,1,2,2,26,0,0,0,0,0,0,19711,63944,22224,56011,43129,18536,1813,2255,1744,1886,4907,1455,0
80756,2,2,2,26,0,0,0,0,0,0,44809,52444,48542,81670,83572,9892,2063,2259,1258,2763,4547,3257,0
357880,2,3,1,33,0,0,0,0,0,0,228103,188560,96521,83539,40712,86060,5875,4570,2771,6260,6821,3363,0
118968,2,2,2,50,-1,-1,-1,-1,-1,-1,23092,35587,83,0,10686,0,12824,10955,0,0,0,2610,0
181381,2,1,2,28,0,0,0,0,0,0,36089,102160,14847,0,68260,0,4968,6447,3370,0,0,598,0
12631,2,2,2,22,2,2,0,2,2,0,13349,11734,13918,-146,1645,470,1430,0,0,0,1290,0,1
226758,2,1,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
391776,2,3,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
251940,1,2,2,37,-1,-1,-1,-1,-1,-1,1163,1744,-516,1352,209,1175,723,517,497,474,727,493,0
317053,2,1,1,26,-1,-1,-1,-1,-1,-1,1921,5816,10252,20747,23148,25169,0,18707,22540,21686,6882,38946,0
282507,2,1,1,31,0,0,0,0,0,0,175400,67359,216171,68772,121219,103984,8249,5589,4038,3524,7788,5867,0
335279,1,1,1,29,0,0,0,0,0,0,129660,258335,117050,117229,80297,93833,8461,2809,6195,82200,1762,6681,0
246008,2,2,1,44,-1,-2,-1,-1,-1,-1,1748,1493,556,1495,791,1127,941,7925,556,1066,4984,4905,0
53836,1,1,2,30,0,0,0,0,0,-1,60373,47478,60156,103618,46572,26327,11404,3666,1906,5381,1685,155976,0
187647,2,2,1,35,0,0,0,0,0,2,87899,88724,55606,80082,49377,85067,6085,7846,5111,53919,36790,8437,0
21014,1,3,1,40,2,2,2,7,2,3,17454,9711,10947,28130,7521,11170,0,0,0,0,0,651,1
190970,2,3,1,42,0,0,0,0,0,0,126385,114163,124434,102654,61826,95684,8249,17135,5736,6892,72408,3730,0
83736,2,2,1,32,0,0,0,0,0,0,63549,49506,18316,31538,57869,47036,2860,1530,1922,3789,4586,2492,1
100861,2,1,1,28,0,0,0,0,0,0,119643,94172,84722,66416,35987,101045,4032,5025,3660,9791,5251,7425,0
84796,2,3,2,50,1,0,0,0,0,0,61445,68001,49244,75651,59618,48280,1397,3239,6355,3187,3762,5020,0
222768,2,3,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
15874,1,2,2,25,0,0,2,0,0,0,5838,20699,14531,16907,15086,15296,2472,0,1787,2242,1242,1781,0
333964,1,1,1,32,0,0,0,0,0,0,311823,365780,338346,326680,237503,165275,13331,24399,10612,20038,8681,10431,1
206078,2,3,1,46,-1,-1,-1,-1,-1,-1,9206,3245,22740,3734,1273,17705,1328,5605,2608,633,6770,3613,0
20275,2,3,2,24,2,2,7,7,7,7,2116,-190,1013,1701,2856,1990,0,0,0,0,0,0,1
148042,2,2,1,60,0,0,0,0,0,0,97334,54738,118217,108748,106718,98568,1235,4102,1112,2151,2536,2079,0
238010,2,2,1,33,2,2,2,2,2,2,91371,42142,86804,88898,161955,188350,9925,0,5057,47059,3926,8182,1
86194,1,1,2,36,1,2,5,4,2,5,157636,2194,64545,70795,13627,194665,0,0,0,0,0,2959,1
71351,1,3,1,46,2,0,2,0,0,0,16771,16269,18547,8889,12345,18082,3273,923,6256,5450,0,3030,0
52523,1,2,1,62,2,0,0,0,0,0,44012,39754,8772,12415,4496,26568,1235,1982,752,7,1409,350,0
376908,2,1,2,40,2,0,0,0,0,0,213508,209696,234053,107934,128929,323702,10759,7833,12662,19058,23812,10708,0
150824,1,3,2,38,1,0,0,2,0,0,51657,38673,15285,19677,26471,31896,1020,2230,7974,1317,1266,600,0
238814,1,1,2,53,0,0,0,-1,-2,-1,11041,0,0,0,0,0,6330,0,0,0,0,0,0
352427,2,1,2,35,-1,-1,-1,-1,-2,-2,2702,1461,1330,55,0,2688,6504,5413,584,0,3931,27570,0
291965,2,1,2,30,0,0,0,0,0,0,97288,85731,107274,77626,72130,83197,4382,6786,2493,3488,3002,0,0
91518,1,2,3,35,0,0,0,0,0,0,33654,35385,8733,21498,6874,15071,1526,1217,1445,2002,1061,0,0
150125,2,1,1,44,0,0,0,0,-2,-1,106795,31326,2912,10929,36625,43537,133967,4554,21077,120493,39881,77174,0
200330,1,1,2,27,0,0,0,-2,-2,-2,11718,1430,0,0,0,0,3187,687,0,0,0,0,0
269305,2,2,1,35,0,0,0,0,0,0,380766,306447,396010,455212,220101,393480,0,7571,0,11882,28053,8347,1
26624,2,2,1,25,0,0,0,0,0,0,459177,319870,341485,171892,424762,131400,5335,5638,6876,3281,1661,14200,0
73437,2,2,1,24,0,0,0,0,0,0,90031,69009,83955,99539,99841,104571,1743,2454,3686,1973,2083,3380,0
515867,1,1,1,42,-2,-1,-1,-1,0,0,24764,21605,25072,61187,17093,28166,80258,16841,52550,74947,9398,6321,0
266979,2,1,2,28,-1,-1,-1,-1,-1,-1,2562,-634,1308,3555,-107,-18,1499,1047,541,-458,1018,-479,1
21325,2,2,2,25,1,0,0,0,0,0,19531,7228,14547,60030,10235,16277,0,4284,0,4799,827,1270,1
46376,2,1,2,23,0,0,0,0,0,0,44532,34773,35694,26799,15108,12746,174,1700,1030,448,1367,1578,0
208601,1,1,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,885,0,0,0,0,0
158914,1,1,2,29,1,2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
225679,1,1,2,34,0,0,0,0,0,0,97687,61092,109345,110727,100807,90375,6948,2795,8915,14147,5726,7354,1
148568,2,2,2,26,0,0,0,0,0,0,105452,63262,119839,101848,35120,87674,5145,39324,71079,52084,4447,4585,0
20915,1,1,1,23,0,2,2,2,2,-1,12564,10286,13496,9798,5354,8888,4178,2817,0,0,2088,0,1
16574,1,2,2,27,-1,-1,-1,-1,-1,-1,2181,10,3168,1078,0,0,0,1794,739,0,0,0,0
10942,1,2,1,29,2,2,0,7,7,2,12214,1624,8639,143,5105,2054,0,831,0,0,0,0,0
241310,1,1,1,31,-1,-2,-1,-1,-1,-2,0,0,1237,-316,1460,0,0,-36,503,1885,0,517,0
15080,2,2,2,50,0,0,0,0,0,0,121927,335010,137349,298477,280424,100741,5742,12883,7866,14821,1351,2590,1
220617,2,2,1,34,0,0,2,2,2,0,111760,158431,120814,90618,140401,140437,10126,4946,11646,2023,4509,5872,1
51179,1,2,2,28,2,3,2,2,2,2,36625,64657,46413,46989,103304,88003,2693,4822,0,16243,7677,4481,0
209315,2,2,1,57,-1,-1,-1,-1,-1,-1,728,2983,1637,5505,2011,5826,8360,8971,10504,6759,2974,2033,0
336480,2,5,2,25,1,2,-1,-1,0,0,-2638,0,408,10754,11372,0,0,2704,1455,5624,3119,0,0
45395,1,3,2,24,2,2,2,2,2,-1,16585,778,8190,7608,3846,2422,937,1092,0,350,2745,2905,0
401406,1,1,2,38,0,0,5,0,0,2,257464,409913,216593,278989,309193,353708,16885,12945,1600,13321,15958,6291,1
156784,1,1,2,28,2,2,2,2,2,2,36228,11000,8969,60898,24245,79366,1926,0,2660,2058,0,2838,1
11284,1,2,2,24,-1,-1,-1,-1,-1,-1,12704,2179,-655,3529,6157,2406,1768,807,0,2788,0,1444,1
197708,1,2,1,46,8,2,6,5,4,3,491609,379333,465844,683362,355948,446125,0,0,5415,13570,0,7416,1
175192,1,1,2,27,-1,-1,-1,-1,-1,-1,4771,2793,4119,334,848,5871,904,897,4104,0,2836,0,0
202426,1,2,2,46,2,2,-2,6,-2,3,-94,1637,-23,176,0,566,0,738,0,0,0,0,0
463847,1,1,1,42,-2,-1,-1,-1,-2,-1,9511,4738,2681,11364,1540,1214,11571,4943,12361,13699,5010,4898,0
17544,2,2,2,25,5,3,4,4,2,0,10506,470811,10987,117489,32461,108973,5073,3501,0,0,10029,5638,1
272512,2,1,1,47,-1,-1,-1,-1,-1,-1,6093,0,1608,1644,10099,3942,2908,899,4787,1281,1218,3451,0
204691,2,3,1,55,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
222616,2,1,2,26,0,0,0,0,0,0,8725,-872,81210,4888,15768,7119,2642,1073,1083,1299,2952,1990,0
181312,1,2,2,30,1,2,2,2,0,0,8352,25739,124951,58786,264602,185320,4599,3512,0,2560,1226,3599,1
51536,1,2,1,23,1,4,-2,2,0,0,-1206,8552,19900,22213,8647,7565,1591,2880,15720,20782,13349,526,0
51900,2,1,2,26,1,2,0,0,3,2,41426,20321,38325,27615,18371,65502,0,1375,2331,1667,0,1704,0
200494,2,1,1,25,1,-2,-2,-2,-2,-2,0,0,2655,0,0,0,0,894,0,0,0,0,0
12616,1,2,2,24,5,3,0,0,0,0,17529,332742,255665,155548,196774,231134,0,0,0,0,2329,1530,0
74924,1,1,1,33,2,2,0,0,0,2,149233,232358,101375,152982,60869,121866,0,6641,4523,2848,0,3568,0
467346,1,3,1,49,2,2,-1,2,2,0,1690,374,2171,2480,-803,-202,859,1185,0,1448,671,596,0
51256,2,2,1,56,0,0,0,0,0,-1,47949,57341,46005,54346,60571,62562,4364,1508,2689,84238,75402,5539,0
12865,2,2,2,33,0,0,0,0,0,0,8138,17765,18170,20135,13169,24050,749,1404,660,193,955,-138,0
229167,1,1,2,26,0,0,0,0,2,4,29357,43121,64208,79168,76395,78438,5691,1864,3899,62511,2627,9934,1
63839,1,3,1,56,2,0,0,0,0,0,12823,12754,27715,18377,26032,16639,1028,2366,2773,1341,1082,2046,0
353580,1,1,2,31,0,0,0,0,0,0,134464,107491,61908,67103,46888,40618,3695,5622,52878,46574,26031,25025,0
132051,2,1,2,28,2,0,0,0,2,2,64128,117965,75045,54952,133481,82367,4803,3874,4613,1590,2818,787,1
219977,2,1,1,46,-2,-1,-2,-2,-2,-2,-261,931,14513,1405,7426,2631,1144,4801,9979,8884,714,10150,1
499482,2,2,1,52,-2,-2,-2,-2,-2,-2,363,3664,8266,-463,8967,5944,17243,12595,6813,7241,4209,10529,0
79802,2,3,2,31,2,0,0,0,0,0,25845,49374,36312,66588,53634,56129,2028,4672,2328,3588,26008,3553,0
150723,2,2,2,24,2,2,2,-1,7,8,1063,1900,815,1890,1102,2257,0,0,712,807,0,0,0
128293,1,3,2,51,2,2,0,0,0,0,3308,2235,3081,9532,6901,0,1003,425,900,939,3061,0,0
18438,1,3,1,49,1,2,8,6,8,3,1728,-155,-140,-890,14849,2719,0,3063,0,0,0,0,1
195745,2,3,2,33,0,0,0,0,0,0,117006,194665,123580,117772,46062,117544,3540,4111,4906,3118,7172,4698,0
374876,2,5,1,50,0,0,0,0,0,0,259740,307377,168502,261756,106608,82812,6598,5746,4670,4526,29652,4909,0
69929,2,1,2,32,-1,-1,-1,-1,-1,-1,1172,1204,1484,2316,-1049,1598,0,0,0,0,0,0,1
50558,2,2,2,23,0,0,0,0,0,0,43937,75655,23679,85765,71894,39872,1667,1638,2009,35859,30035,1582,0
207875,1,5,1,43,8,7,6,5,4,0,479971,319440,247369,429574,413432,291009,0,7591,0,0,6106,4549,1
10251,2,2,2,24,2,2,7,7,4,3,7654,16685,16238,22942,11526,25739,0,0,0,0,0,0,1
14204,1,3,1,32,-1,2,2,-1,2,-1,-621,2935,6636,16844,6611,9166,1303,1416,279,1201,739,913,1
373012,1,2,1,37,2,0,2,2,0,0,148388,307036,94314,121066,252489,254561,1118,0,7364,2860,0,3737,1
62720,2,3,1,56,0,0,0,0,-1,-1,94267,120653,23246,89827,69423,32202,11899,8478,23241,80744,50154,0,0
161545,2,2,2,23,1,2,-1,0,0,4,66739,50198,67284,41961,53393,40307,21181,4456,696,40277,6248,32408,0
328726,1,1,2,35,0,0,0,0,0,0,126031,223431,85124,71118,88425,113655,28365,5236,4554,2287,3447,6611,0
48154,1,1,2,36,0,0,0,0,0,0,31065,233520,39149,79181,40627,54201,6937,1982,9247,9831,78691,397,0
16511,1,2,2,27,2,2,2,7,7,4,1256,-91,5192,2102,7777,1206,0,0,0,0,0,0,1
85460,1,2,2,25,2,2,0,0,0,0,34165,49552,121473,107617,112128,62606,141873,1516,5462,1864,2336,3015,0
181003,1,1,1,30,2,2,7,7,7,7,3212,1830,439,3742,1087,1747,0,0,0,0,0,0,0
152999,2,1,2,30,0,-2,-2,-2,-2,-2,1924,0,0,0,0,0,0,0,0,0,0,0,0
113796,1,1,2,28,2,2,2,2,2,2,13686,2833,7073,1459,43652,41197,0,0,0,0,888,1654,1
69642,1,2,2,36,8,6,4,4,5,4,38862,22407,3977,732,23508,40263,0,0,0,0,0,0,0
390487,1,1,2,26,0,0,0,0,0,0,139235,309534,97625,228791,177254,241734,10822,2682,5980,2456,23585,6177,0
55566,2,2,2,28,0,0,0,0,0,-2,31697,71218,12659,6048,5665,38911,6677,1569,2313,42818,0,59773,0
399780,2,1,2,34,0,0,0,0,0,0,26348,69061,27861,62213,76170,75784,3478,2427,9201,85052,1985,897,0
193255,1,2,2,32,1,2,2,2,-1,0,8748,37,-211,1364,2042,1538,0,0,0,347,803,126,0
155585,2,3,2,23,1,-2,-2,-2,-2,-1,0,0,0,0,0,0,0,2168,0,0,2927,0,0
524749,2,1,2,28,-2,-2,-2,-2,-2,-2,9638,12720,29270,15769,13805,5244,25156,18608,37982,1310,30319,45857,0
379641,2,1,2,35,0,0,2,0,-1,-1,118227,68894,0,72779,2799,152623,3908,9283,1818,0,3817,0,0
286382,1,1,1,49,1,0,0,0,0,0,126009,99534,122429,98676,135592,147911,3866,5868,4424,3018,3825,7698,0
18844,2,3,2,23,2,-1,2,0,0,0,2372,4196,19023,5188,7126,4317,0,958,0,2682,0,825,1
194723,2,3,1,49,-2,-2,-2,-2,-2,-2,204,0,0,0,4963,1018,0,0,0,347,61607,61060,0
125016,1,1,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
131049,1,2,1,28,-1,-1,-1,-1,-1,-1,7347,629,2954,2290,602,981,1203,266,1121,920,719,1567,0
64485,2,2,2,53,0,-1,-1,-1,-2,-1,372,0,2272,0,0,431,890,2262,0,0,0,0,0
424692,1,2,1,52,0,0,0,0,0,0,200012,189242,184788,379623,166854,203736,205828,7651,7309,7283,8296,7657,0
172423,2,3,1,34,0,0,0,0,0,0,91549,81228,57897,69660,168235,51640,7618,4716,86108,1480,3637,12786,0
489072,1,1,1,30,-2,-2,-1,0,0,-1,0,0,1879,-258,0,-231,0,1629,0,0,0,53364,0
193220,2,1,1,30,2,2,0,0,0,0,70247,58555,38529,74713,68551,71975,5735,74014,1529,3690,4226,78817,0
45872,1,2,1,25,2,2,2,2,2,2,17421,28493,12927,13624,6448,12103,1621,9493,8274,5071,563,7583,1
165277,1,1,2,31,0,0,0,0,-2,-2,114624,57480,97573,67661,51688,0,11734,17639,3935,0,0,0,0
80054,1,1,1,26,2,2,2,4,7,7,2143,2855,1083,5308,-1056,3701,0,0,3077,0,0,0,1
15295,1,2,1,45,0,0,0,-1,-1,-1,5554,7948,1768,223,554,368,1541,-403,74,464,0,653,0
146024,1,2,2,40,1,3,2,2,2,0,70184,39,60578,77068,89808,72886,884,0,0,1746,3822,2475,0
90469,2,2,2,24,2,2,2,6,4,4,1507,4374,1496,30028,19035,28049,0,0,4209,0,0,0,1
46234,2,2,2,27,0,0,0,0,0,2,13972,10039,14650,10519,16989,0,0,0,1120,287,0,594,0
455801,1,1,2,31,0,0,0,0,0,3,13789,11349,16809,14620,7925,1515,1669,1830,0,1903,0,0,0
123161,1,2,2,30,2,0,0,0,0,0,62372,33858,121222,61290,77535,45306,24508,4631,1403,47382,5299,816,1
375051,2,2,1,46,5,0,0,0,0,0,710095,490375,440802,614677,472559,245837,0,31260,10957,6674,8065,18650,1
256601,2,2,1,33,-2,-2,-2,-1,-1,-1,1479,816,1278,-211,1589,2249,8397,268,1366,222,1031,2339,0
200494,2,2,2,28,0,0,0,0,0,0,202819,250742,177006,132635,293608,68861,6478,10405,11168,8237,31348,7245,1
332335,2,1,1,30,-1,-1,-1,-1,-1,-1,651,17179,31598,-3610,16118,-400,11571,10908,28092,0,9789,6553,0
30205,2,1,2,30,-1,-1,0,0,0,0,12558,10151,10431,401,11522,6942,1833,1571,1799,0,624,0,0
345237,1,1,2,49,-1,-1,-1,-1,0,0,1710,2727,13583,10453,35068,49716,71916,14567,8317,143843,13771,115150,0
422292,1,2,2,27,2,2,2,4,3,0,131026,78939,84460,68547,112578,71433,4218,0,3647,0,3371,3105,1
13375,2,2,2,31,-1,-1,-1,-1,-1,-1,1783,822,0,0,0,834,1285,0,0,0,825,0,0
70875,2,2,1,50,1,-2,-1,-2,-2,2,6224,396,-1233,0,0,0,0,519,0,0,0,0,0
127595,1,2,1,55,0,-2,-2,-2,-2,-2,14740,0,0,0,0,0,0,0,0,0,0,0,0
204632,2,3,2,29,8,2,6,7,4,3,320551,154,-1054,3339,8270,3351,0,0,0,0,0,0,0
191301,1,1,1,27,2,2,7,7,7,7,2115,2981,274,2908,654,2095,0,0,0,0,0,0,0
471577,1,1,2,38,-2,-1,-1,-1,-1,-1,23311,41811,68208,39132,26414,17636,13444,15491,17355,85820,33492,68524,0
73277,1,3,2,25,2,0,2,2,2,0,20237,36642,49923,29504,39097,49422,2781,1718,1835,2965,1189,-277,1
144577,1,2,2,28,0,0,0,-1,-1,-1,22603,1567,9454,2090,2055,557,2770,1590,1278,34090,1515,131,0
503217,2,1,1,32,-2,0,-1,0,0,0,6259,-569,121178,63174,51728,69807,0,8961,7190,13511,2422,8540,0
203341,1,2,2,27,2,2,-1,0,-1,-2,2611,2647,1093,1192,-1300,0,1035,550,0,0,0,0,0
402023,1,1,1,38,0,-2,-2,-2,-2,-2,125049,164461,0,0,9202,0,0,0,0,0,0,0,0
485393,2,1,1,30,-1,-1,-1,-1,-2,-1,1333,2308,5693,4287,0,2248,126513,2721,22718,0,3326,54477,0
18214,1,3,2,35,2,0,0,0,0,0,24250,18465,23346,21689,22327,15887,2849,1095,0,494,1166,470,1
53128,1,3,1,52,2,2,2,0,0,0,2095,1754,4000,1553,8569,5263,1150,0,918,425,650,0,0
25533,2,3,1,25,2,3,2,2,2,2,1935,32973,-3206,20803,26219,28577,2168,0,1372,943,0,1313,0
47532,2,1,2,31,2,-1,-1,-1,0,0,1009,1176,15064,13630,10384,1611,0,0,5491,11893,0,113410,0
84426,1,2,1,23,2,2,2,2,2,2,28733,12863,21698,38055,25107,33384,1673,0,2024,762,0,0,1
246147,1,2,1,32,1,2,-1,2,0,0,2992,593,997,9937,34954,34719,0,0,5020,1744,309,4171,0
200163,1,1,1,60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
223674,2,1,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
504094,2,1,1,47,0,0,-1,0,0,0,577811,245466,284167,41363,272490,284206,0,24942,18916,7209,13996,10867,0
49582,1,3,2,41,2,-2,7,7,7,6,758,644,-2309,557,1102,1529,0,0,0,0,0,0,1
150878,1,2,2,36,-1,0,0,0,0,-1,3184,0,18039,-839,541,913,0,1029,1843,49,1049,1005,1
20707,2,2,1,33,2,2,6,7,4,3,800,428,6039,3543,17424,16877,0,0,0,0,0,0,1
23967,1,2,2,24,-1,-1,2,0,0,-1,24661,1961,15519,19425,9854,13047,2153,849,0,573,1743,2911,1
75111,1,1,1,31,0,2,0,-1,-1,0,-424,1131,1726,1982,1020,3049,988,698,0,1368,0,2453,1
27924,2,2,3,25,2,0,0,0,0,0,20650,11946,13313,15740,7339,26643,1291,942,967,5707,718,1464,1
207533,2,1,1,30,2,3,-2,-2,-2,-1,6696,0,0,0,8515,4588,0,0,0,0,2945,2795,0
27843,2,1,2,26,2,0,2,2,2,3,15276,18111,11447,27869,27018,20307,2453,0,1424,0,0,0,1
116607,2,2,2,24,2,2,2,2,2,0,-2778,13574,15322,23923,8660,28919,1334,0,0,2067,4924,791,1
17500,2,2,2,30,8,3,6,5,4,3,22275,201527,167377,27993,25934,36907,0,0,0,0,0,0,1
199969,2,1,1,52,-1,-1,-1,-1,-1,-1,4671,5018,18908,11707,16062,5109,6143,120635,67309,7341,1396,55829,0
150487,2,3,1,30,-1,-1,-1,-1,-1,-1,1299,2250,2815,-545,-1095,3804,5870,664,249,249,4322,0,0
220542,2,2,1,51,-2,-2,-2,-2,-1,-2,8758,5392,1613,-405,4530,95195,0,1414,1490,6562,3578,7916,0
197330,1,2,1,45,-1,-2,-1,-1,-2,-1,-1690,0,2225,0,1577,793,0,3092,0,1866,2498,93,0
56810,2,2,3,33,-1,0,-1,0,0,-1,75243,65354,35105,27089,23778,26370,31526,4517,9371,17704,5822,9461,0
18257,2,1,1,24,0,0,0,0,0,2,18025,10204,14374,351,13404,3687,3005,1351,406,0,0,3040,0
238232,1,1,1,28,0,0,0,0,0,0,50453,47152,131110,76024,76293,77269,1908,2771,7022,3647,1873,992,0
91035,1,2,2,28,0,0,0,2,2,2,84102,32006,35376,73407,101939,78808,3065,1328,4213,2343,2371,2054,1
17234,1,2,1,23,0,0,0,2,2,-1,24256,27953,15952,2040,12819,56415,0,8953,0,2198,1312,194261,0
23902,1,1,2,29,0,0,0,2,2,2,14636,14656,27865,15535,9403,17191,2251,2776,1091,0,863,524,1
404510,1,1,1,47,0,0,0,0,0,0,411017,192774,167684,165874,407099,348124,9070,14922,16838,1880,8253,9447,0
464895,2,3,2,25,0,0,0,0,0,0,8176,49829,65918,86877,73876,13792,2154,1743,4479,2278,2425,1093,0
83309,2,3,1,47,-1,-1,-1,-1,2,2,1112,-3047,1592,-835,215,1198,798,682,798,326,2711,2728,0
292088,2,2,2,29,0,0,0,0,0,2,167184,150223,105476,65882,263677,241232,10135,2496,8329,17631,3814,0,1
48056,2,3,1,53,1,0,0,0,0,0,4080,0,36022,11335,13445,65852,367,1676,1151,414,799,-618,0
89542,2,1,2,27,2,0,0,0,0,0,42995,60724,45776,31473,50120,47949,1192,1599,3070,4164,3065,2041,0
51469,2,3,2,26,2,0,0,0,0,0,35860,47874,3104,4316,27502,27051,3511,1700,299,2001,666,500,1
