LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
257522,1,2,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
31777,2,2,2,38,2,2,0,0,0,0,40635,40651,29295,24994,38657,28089,1687,1279,2140,596,602,1662,1
72915,1,2,1,42,3,2,2,2,2,2,8468,47596,1865,12355,1704,18018,1770,2187,0,0,0,0,0
52092,2,2,2,27,0,0,0,0,0,0,8217,12933,7659,18478,27527,27445,609,1688,1188,868,1322,589,1
309826,2,1,2,31,0,0,0,0,0,0,178365,144940,229752,164759,137980,162043,7053,4470,6838,5046,5144,4856,0
329209,2,2,1,41,-2,-2,-2,-2,0,-2,0,0,0,7897,13432,9620,52501,27021,25950,6751,43749,77648,0
350634,2,3,1,57,0,0,0,0,0,0,285350,200655,227545,181326,188503,351205,6474,5574,4720,7101,3947,4724,0
282634,2,2,1,45,-1,0,0,0,-1,-1,10675,9433,350,-278,-454,6080,5220,2593,0,5285,16358,9859,1
300582,2,1,2,37,1,-2,-2,-2,-2,-1,0,0,0,0,0,1612,0,0,0,0,1360,0,0
89466,2,1,2,28,-1,-1,0,0,0,0,4715,37871,39479,27213,59482,38524,1605,2789,1725,3776,4862,23951,0
116518,2,2,1,40,0,0,0,0,0,0,72170,48694,46338,36630,38222,45525,3510,4385,1469,2644,0,894,0
396221,1,1,1,46,0,0,0,0,0,0,424891,365472,296315,282441,290950,400748,12651,11023,5881,11041,5422,8422,0
269926,1,1,2,38,0,0,0,0,0,0,67331,97497,87799,123664,233140,36269,10938,8467,12058,5100,11376,12307,0
129569,1,2,1,48,2,2,0,0,0,0,85940,88753,120613,87413,94602,95826,11217,5093,2685,1792,10059,2270,0
290543,2,2,1,41,0,0,0,0,0,0,244895,193234,260977,182642,206637,137037,12175,12795,9064,0,45550,6009,0
51643,2,2,1,34,3,2,2,2,0,0,1698,6241,1976,2575,14449,11426,0,328,1013,1,511,632,0
52059,1,2,2,58,0,0,0,0,0,0,222386,119969,54064,86195,36691,97435,2561,2450,2089,171,2312,1537,0
110674,2,2,1,30,0,0,0,2,-1,0,936,1929,-2652,11025,5191,1201,2125,2084,0,617,4693,3304,1
20892,1,2,2,22,0,0,0,0,0,0,12757,14545,9218,14329,15123,1751,1703,1621,2072,171,0,0,0
881913,1,2,2,24,0,0,0,0,0,0,31093,24469,30204,22857,32668,7850,2599,2085,2168,1117,919,5097,0
498869,2,1,1,48,-2,-2,-2,-2,-2,-2,15048,31943,11971,14918,11183,9365,23699,16903,20396,17294,16891,9214,0
253977,1,2,2,41,0,0,0,2,-1,0,-2063,-564,4605,10598,19673,11881,1654,4925,0,9215,1526,653,0
137436,2,2,1,31,2,2,-2,8,8,-2,2630,2874,0,2186,2531,1517,0,0,0,0,0,0,1
49249,2,2,1,23,0,0,0,0,0,0,42368,50740,49941,19002,24248,15905,2773,1510,1052,1785,749,348,0
235886,2,3,1,52,0,0,0,0,0,0,322987,202121,197429,174778,196139,163023,8703,7278,11139,6753,4702,7686,0
95575,1,1,1,39,0,0,-1,0,0,0,33775,5029,29920,37226,63157,30130,2006,1801,10287,674,1485,575,0
195403,2,3,1,30,0,0,0,0,0,0,97960,97437,36915,1827,19608,128345,1518,2396,5356,9439,4621,3223,1
228772,2,1,1,30,-1,-1,0,-1,-1,-1,1846,263400,57434,80511,68289,2466,13576,10864,40954,1355,53134,10877,0
504455,1,1,2,60,-2,-2,-1,-1,-2,-2,4014,1617,7513,3085,12422,6546,10948,4438,7705,7655,3678,23144,0
110628,1,2,1,60,0,0,0,2,0,0,128662,218125,114963,66534,161521,91349,8792,5609,5103,4817,3335,4508,0
154201,2,3,1,34,0,0,0,0,0,0,33693,27591,25776,52186,28571,47851,2341,1433,2073,1900,1895,3508,0
119535,1,4,2,37,0,0,0,0,0,0,112093,58636,89158,4604,11893,38062,1900,2502,1535,889,701,1746,1
480199,1,1,2,45,-1,-1,-1,-1,-1,0,28,1196,722,2083,2360,310,1626,735,1532,2691,683,767,0
291553,2,2,2,48,-1,-1,-1,-1,-1,-1,1433,977,1982,2535,36,-224,1751,4161,541,185,8711,314,0
52699,1,2,2,26,0,0,0,0,0,0,41643,51337,16486,3541,25297,18656,2119,2089,1400,1204,723,1329,0
233965,1,1,1,42,2,0,0,0,0,0,209139,459973,283569,317135,207476,267103,11047,18666,13385,11507,27483,9368,1
277269,2,2,1,44,0,0,0,0,0,0,12480,24832,15755,15983,2002,13059,1538,1200,1263,1342,3,72,0
21087,1,1,2,26,0,0,0,0,-1,-2,40908,27826,13569,1399,2914,0,2128,955,921,0,0,0,0
82637,2,2,1,33,0,0,0,0,0,0,34748,49716,19563,18217,29079,33094,1270,1986,1248,823,1653,809,0
226010,2,2,1,41,-2,-2,-2,-2,-1,-1,1592,2517,1630,1629,1583,1881,1064,2445,0,58447,1110,97250,0
107124,2,1,1,29,0,0,0,0,-1,0,50583,34433,61728,43981,47581,49411,3076,3440,1439,134313,2330,2437,0
297635,2,2,1,46,0,0,0,0,0,0,35520,28358,32261,34378,46233,23873,3185,1199,3916,35242,11609,8018,0
295665,2,2,1,48,1,-2,-2,-2,-1,-1,0,0,0,0,0,2581,0,0,0,0,1659,1450,1
193449,1,2,1,61,1,-1,-1,-1,-1,-2,3052,0,-103,2163,1159,0,12055,7058,1307,374,0,0,0
52690,1,3,1,47,0,0,0,0,0,0,84822,52484,88180,26037,27961,25592,1278,3284,1869,155,1606,287,0
508355,2,1,2,51,0,0,0,0,0,0,388846,281282,183330,381743,345016,340912,17980,23405,15322,22292,47240,29367,1
265084,2,2,2,35,0,0,0,0,0,0,63583,85393,61964,39620,54202,77766,4297,1247,2289,4064,1989,2021,0
46546,2,3,1,54,0,0,0,0,6,0,26202,14228,27626,26315,29987,36936,2450,2082,1618,1513,0,0,0
52779,2,2,1,29,0,-1,-1,-1,-1,-1,58894,46931,38728,19179,38778,1523,9867,736,145504,0,0,15984,0
386720,2,2,2,28,0,0,0,0,0,0,44950,63720,31360,40770,75892,88652,25308,5371,7775,89443,7254,12957,0
508660,2,1,1,61,1,-1,-1,-1,-1,-1,3798,6077,9003,7388,12723,14680,19442,8354,20697,9527,12616,13476,0
166711,2,3,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
507430,2,2,2,36,0,0,0,0,0,0,366544,311721,387249,264392,53792,118441,13551,117714,9490,18862,12169,7328,0
97973,1,3,2,37,0,0,0,0,0,0,56455,56906,67918,21680,19318,13244,5770,2053,4407,1503,14131,0,0
352478,2,2,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
71507,2,2,1,39,0,0,0,-2,-2,2,45954,68125,44986,52725,6115,34189,2014,5041,0,0,0,3608,0
47172,2,3,1,42,2,2,4,4,3,2,6989,38310,17652,-124,10215,5058,0,0,0,0,0,0,1
50051,1,3,2,39,1,-2,-1,-1,-2,-2,0,0,1589,678,0,0,0,1470,1244,0,0,0,0
298407,2,2,1,30,-1,-1,-1,-1,-1,-1,2910,2942,0,2413,14616,20723,2095,0,0,10136,0,730,0
334606,2,1,2,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
169578,2,2,1,33,2,2,0,0,0,0,130906,184270,88267,157248,89706,149052,10074,10866,5987,2165,3562,6992,0
52682,1,2,1,22,-2,-2,-2,-2,-2,-2,43510,41609,50547,40972,30469,16784,9795,1549,1131,538,1635,2783,1
49128,1,1,2,55,0,0,0,0,0,0,34167,48270,43489,34152,29756,33545,3417,780,1090,1072,1985,1891,0
128130,2,1,2,42,-1,-1,-1,-1,0,0,-1512,1079,1633,179,-658,1286,705,8298,671,0,4260,1500,0
143594,2,2,2,33,0,0,0,0,0,0,56384,78836,80806,61366,94924,81918,4523,4331,2307,2297,5006,3325,0
20536,1,2,1,62,0,0,0,0,0,0,37709,24888,29774,18262,22293,20514,2126,1507,1541,767,693,2015,0
17501,2,2,2,33,1,2,4,3,2,3,14773,25106,25830,20522,23486,20739,0,0,0,0,1253,0,1
79109,2,1,2,41,0,0,0,0,-1,0,35829,11427,2637,2397,2888,0,1480,284,1419,873,0,0,0
20216,1,2,2,22,1,2,0,0,0,0,26476,46942,22197,28262,33176,24040,0,1878,1950,501,508,0,0
384869,1,2,1,54,0,0,0,0,0,0,380851,328082,399698,394179,369855,378649,22127,8879,6908,10423,4258,10472,0
354079,2,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1028,1
178345,1,2,1,47,0,0,2,0,0,0,16030,348852,19821,12152,21189,24068,7530,13682,11917,5458,15598,150887,1
142047,2,1,3,30,1,2,-2,-2,-2,-2,0,0,0,2336,4700,1270,0,0,2044,0,0,1584,0
189134,1,1,1,36,-1,-1,-1,-1,-1,-1,9584,1178,2505,2822,2263,2515,8139,5493,2147,1771,5502,6892,1
48940,1,2,1,50,0,0,0,0,0,0,45850,40262,4350,17638,27751,13718,2799,1714,1483,785,696,1304,0
286851,2,2,1,33,0,0,0,0,0,0,173089,230074,189103,169078,180518,186344,21519,5129,8054,8565,138721,4755,0
95989,2,2,1,33,0,0,0,0,0,0,67333,100891,72683,35863,51737,44258,2810,2519,2749,910,2577,3301,0
203842,2,3,1,33,0,0,0,0,0,0,93643,119577,198371,76705,87721,98714,9514,6471,2885,7642,3776,5130,0
83354,2,2,2,40,0,0,0,0,0,-1,44019,24774,14346,4391,3191,8638,1955,1126,797,0,3271,765,0
21808,1,3,1,25,0,0,0,0,0,0,13455,8249,10199,5352,10479,1275,955,1237,920,0,842,0,1
232602,1,1,1,59,1,-1,-1,-1,-1,-1,2211,637,834,2856,-60,1161,1149,562,845,561,883,399,0
469731,1,2,1,21,0,0,0,0,0,0,70,6157,467,5128,22062,4117,2384,2523,164,484,385,459,0
115781,2,1,1,24,0,0,0,0,0,0,51397,48102,53977,32840,101091,37606,2322,3888,5866,1389,723,571,0
22628,2,1,1,52,-1,2,2,2,0,-2,-87,1094,915,10401,0,218,1607,1542,0,0,1088,0,0
96002,2,2,2,37,0,0,0,0,0,0,80021,73108,81339,102294,97222,61191,4804,4105,2428,2549,6040,3365,0
107438,1,1,1,29,0,0,0,0,0,0,165647,177166,120896,152404,110696,77386,7198,6234,5256,5212,781,5102,0
21614,1,3,2,55,-1,-1,-1,-2,-2,-2,1378,2686,0,0,0,0,1378,0,0,0,0,0,1
283497,2,1,2,44,-2,-2,-2,-2,-2,0,0,0,112147,4860,361,3450,0,0,5564,0,1824,3434,0
53588,1,2,1,43,0,0,0,0,0,0,22408,40761,33441,18320,21791,18962,2202,1516,575,702,946,777,0
95926,1,2,2,25,0,0,0,0,0,-2,48272,74706,59094,78808,81104,51067,3693,4300,0,8221,0,14468,0
282449,2,1,2,42,-2,-2,-2,-2,-1,-1,1737,0,0,0,12050,-349,0,0,0,8385,1217,3385,0
327945,2,2,2,60,1,-2,-2,8,-1,3,-473,0,0,0,15861,18467,0,6152,0,9081,0,0,0
55302,1,2,1,28,2,6,2,2,2,2,40679,46817,43751,71486,47414,45503,2645,2700,3904,0,0,0,1
211382,1,2,1,36,-1,-1,-1,-1,-1,-1,3034,11816,1972,3229,13753,3929,20297,2985,3550,11863,4161,20397,1
72017,1,2,2,29,1,0,-1,0,-1,0,0,21712,10410,12981,15936,0,1516,1799,2159,5341,0,0,0
87171,2,1,2,49,0,0,2,2,0,0,15821,28964,10884,24061,26472,30029,10229,1764,0,777,1532,2030,0
478255,2,2,1,40,0,0,0,0,0,0,36287,53872,42927,24268,52000,53240,2083,2980,1690,2527,1425,2204,0
342661,2,3,2,35,-1,-1,-1,0,0,-1,3402,1893,16297,64761,2660,132,1677,2580,932,272,714,228,0
86973,1,2,2,27,-1,-1,2,2,-1,-1,-19,234,15566,781,8681,4731,1893,0,0,316,1222,0,0
218882,1,1,1,49,0,0,2,2,2,2,197902,205344,126272,218755,143296,242933,11963,4830,0,4569,5942,5438,1
294271,2,3,1,40,0,0,0,0,0,0,76827,88272,97113,68918,95928,25641,1905,2461,7174,1650,3650,3630,0
189603,2,3,1,33,-2,-2,0,0,0,-2,-580,99538,67927,40154,29915,37194,97966,1122,6354,1970,5950,7822,0
462794,1,1,2,47,-1,-1,-1,-1,-1,0,7742,2671,490,351,7147,364,807,823,4385,406,3191,668,0
25255,2,2,2,24,0,0,0,0,0,2,11710,15295,13486,15129,46417,34062,1791,1786,4638,1505,1347,890,0
380307,1,2,1,39,0,0,0,0,0,0,38706,27111,36763,48442,53652,19320,0,1958,0,9487,0,1583,0
215902,1,3,1,46,-1,-1,-1,-1,-1,-1,1842,1714,8864,2755,13722,3517,1756,3920,10860,7465,3729,11292,0
54702,2,2,2,23,0,0,0,0,0,0,12963,37770,23013,13256,8039,17680,1916,1376,416,211,5592,616,1
99033,2,2,2,50,0,0,0,0,0,0,48325,46297,11686,22618,37426,19906,601,2069,2164,1875,960,1421,1
220496,2,1,1,49,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
98613,2,2,2,24,0,0,0,0,0,0,107347,82431,109986,72038,210430,58821,3133,3197,6747,3962,5693,2882,0
280168,1,1,2,56,-2,-2,-2,-2,-2,-2,711,-3803,-2025,1669,-1092,643,697,8563,366,737,1173,1091,0
210586,2,1,1,34,-2,-2,-2,-2,-2,-2,2311,4627,11883,5097,1444,3358,3679,1125,1138,99,1666,2708,1
279359,2,2,1,40,0,-1,-1,-1,-1,-1,82348,20651,9447,6067,-402,10633,5983,19977,14889,1317,1193,22384,0
128180,2,1,1,36,2,2,2,2,2,2,39755,98449,73740,106717,83347,97463,3821,5564,10462,30915,0,21699,1
170457,1,1,1,44,2,0,0,0,0,0,110194,92107,110015,122900,77129,62788,4801,5197,4355,3760,3521,10188,0
267013,2,1,1,32,1,0,0,0,0,0,195835,310067,351919,254690,207100,273343,11041,12155,4078,11781,17046,9843,0
131657,1,3,1,59,2,-2,-2,1,-1,0,18583,0,0,22798,86263,15232,0,0,0,5941,0,1049,0
53382,1,2,1,39,2,2,2,2,2,2,66284,88036,69545,137462,157218,124756,7447,4860,0,0,7468,1327,1
51302,2,3,1,44,0,0,0,0,0,0,50112,33634,56838,26489,31981,25667,2289,793,1760,776,887,1777,0
169406,2,2,2,28,2,0,0,0,0,0,128966,91994,64648,25254,43791,52187,2126,2771,1605,1763,2467,2169,1
150052,2,1,2,27,-1,0,0,0,0,0,5673,50937,6192,31922,36415,2185,5942,2982,1535,2453,7988,6606,1
52520,1,1,1,33,1,-2,-2,-1,-2,-2,0,0,0,1265,0,1517,0,0,11112,0,1328,0,1
165384,2,4,2,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
88905,1,2,1,32,2,-2,-2,-2,-2,-2,201671,143124,3830,-21,1197,259,0,1967,0,0,23,1615,1
22048,2,2,2,34,0,0,0,-1,-1,0,8219,6052,15627,7408,1841,0,727,2254,2126,0,1538,1130,0
34504,1,2,2,34,0,0,0,0,0,2,18819,31493,17496,22517,26628,20604,2333,1273,1309,0,0,0,0
44502,2,2,1,27,1,3,2,4,2,2,19860,64572,37385,37973,76983,48794,0,0,4131,0,0,0,1
576671,1,1,2,24,0,0,0,0,0,0,42358,84821,2439,24467,34455,205020,8558,4658,10826,19067,16199,0,0
91026,1,2,1,30,0,0,0,2,0,0,84997,109000,89211,85166,96817,132407,9091,3585,0,2042,3672,0,0
109134,2,2,1,27,2,3,2,2,2,2,113837,147341,136092,108580,140709,80855,0,6182,3787,0,6730,0,1
104614,1,3,1,48,2,-1,-1,2,0,2,2412,13228,3810,11680,15443,7897,0,1960,935,1315,0,1799,0
168038,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
243818,1,5,1,52,0,0,0,0,0,0,191651,235462,276264,130508,307183,12656,6848,6100,2956,5977,4638,12526,0
309798,2,2,1,31,1,2,0,0,0,0,35406,44486,-1170,30649,59074,34326,0,2269,6258,2505,591,1373,1
26998,1,3,1,48,2,2,2,2,2,-1,1990,4173,6698,3095,2225,1079,0,2532,0,0,1350,0,1
45239,2,3,1,58,0,0,0,0,0,0,73836,49199,57131,37106,53300,67276,2331,2268,2309,2295,2180,1988,1
102700,2,1,2,45,0,0,-2,-2,-2,-2,16268,0,0,0,0,0,0,0,0,0,0,0,1
18914,2,2,2,31,0,0,0,0,0,2,41875,50262,41682,49484,31717,52690,3996,2268,4494,1829,0,2010,0
78008,2,2,2,44,0,0,2,-1,0,0,11748,27463,11370,12445,19794,23733,10159,0,1727,2562,1476,3212,0
51968,2,1,2,28,0,0,0,0,0,0,51017,70948,35400,44878,45381,20257,3907,7002,3661,967,1501,1307,0
116583,2,3,1,44,0,0,2,2,0,0,13905,12039,16170,13999,9910,37253,2337,4513,0,0,892,1653,0
253753,2,1,1,43,-1,-1,-1,-1,-1,-2,2143,1511,2532,2072,1801,0,0,1110,876,0,0,0,0
60226,2,0,2,27,-1,-1,-1,-1,-1,-1,4191,2640,15515,717,89,0,1536,10760,180,1213,0,777,0
134418,1,2,2,26,0,0,0,0,0,0,29209,38190,19212,18534,28655,10210,2061,1984,1743,1092,1282,4144,1
265258,1,2,2,41,0,0,0,0,0,0,72015,41741,60509,50001,29589,45194,2456,2940,4582,1329,2598,1041,0
117189,2,3,1,50,0,0,0,0,0,0,58527,66595,49381,13336,8033,15916,4658,1878,2931,6070,2499,47543,0
280964,2,2,1,36,0,0,0,0,0,0,13423,18497,22971,13916,26457,19017,8842,4461,2065,2703,3927,3505,0
106880,1,2,1,49,0,0,0,0,0,0,71174,84479,85048,89539,53482,47390,3912,2722,4932,2130,3348,3858,0
329965,2,2,1,58,-1,-1,-1,-1,-1,-1,-681,783,637,1782,662,720,84,2,3140,830,814,39805,0
152521,2,2,1,46,0,0,0,0,0,0,9017,1172,12472,16928,17343,18198,1284,1057,555,359,0,1249,0
33954,1,1,1,56,1,2,-1,2,-1,-1,-77,3231,365,437,2261,8459,0,1499,0,266,8343,1067,1
26342,1,2,2,22,3,0,0,0,0,2,12512,18291,21271,16872,22029,0,2073,1645,1160,0,0,0,1
49079,2,2,1,22,0,0,0,0,0,0,44291,13064,42592,25135,31027,43817,1757,1200,833,2372,637,679,0
27970,2,2,2,43,-2,-2,-2,-2,-2,-2,868,1473,989,0,0,0,702,1938,0,0,0,0,0
195997,2,2,1,34,0,0,0,0,0,0,109014,77342,131056,78133,82495,85264,3466,7565,9459,16326,9759,11950,0
485595,2,1,1,57,-2,-2,-2,-2,-2,-2,726,0,0,2594,4001,0,16652,0,3961,0,0,0,0
150739,2,1,2,28,0,0,0,0,0,0,5762,19677,20715,37364,67401,35471,3647,1298,3426,1112,1904,3457,1
49206,2,2,1,21,0,0,0,0,0,0,34707,41289,11139,25953,9599,23939,1576,8675,1850,470,289,1033,1
72805,2,2,2,39,0,0,0,0,-1,0,437,5476,11090,15467,24800,1641,2548,1856,1030,2615,0,2436,0
52875,1,3,1,44,0,-1,-1,0,0,-1,70,2559,11631,11655,11377,1588,1906,3376,2135,0,806,0,0
261754,1,1,2,34,0,0,0,0,0,0,242006,207571,293219,224260,177773,227596,15081,26012,4414,7195,7090,9819,0
53132,2,2,1,34,0,0,0,0,0,0,34408,27873,6689,17277,39545,20864,1979,1307,3085,2681,1283,1978,0
337710,2,1,2,37,0,0,2,0,0,0,371249,452661,509503,499193,393013,365116,57368,0,13966,10759,19953,6811,1
82613,2,2,1,60,0,0,0,0,0,0,90274,85282,74379,59466,49920,55642,2836,3798,2405,1304,1404,3776,0
216833,1,2,1,47,-1,-1,-1,-1,-1,-1,286,-25,548,1233,1910,2278,1141,1869,1807,1928,992,1272,0
51572,2,1,2,36,0,0,0,0,-1,-1,15303,12951,12258,15136,693,1656,531,1716,1059,736,218,1573,0
285060,2,2,2,54,1,-2,-1,0,-1,-1,0,0,2313,0,1347,1447,0,103,0,492,1085,0,1
167886,2,2,2,30,0,0,0,0,0,0,90788,91635,83660,85818,112549,101153,0,7817,5544,3931,6467,5446,0
308335,1,1,2,40,-1,-1,-1,-1,-1,-1,541,-4422,6572,926,3759,2935,2232,741,7381,2046,3714,2559,0
206228,2,1,2,50,-1,-1,-1,-1,-1,-1,8674,1620,3664,18577,15854,11498,48755,2580,7063,149885,10651,3251,1
459764,1,1,1,35,0,0,0,0,0,-1,25693,32705,26507,4953,31227,20987,6766,3802,1479,7397,10711,22859,0
497680,2,1,2,42,-2,-2,-2,-2,-2,-2,1848,11853,3915,6009,508,913,5460,3054,1846,95,1868,53305,0
50122,2,3,1,38,-1,-1,-1,-2,-2,-2,3465,5228,1891,0,0,0,3422,2262,0,0,0,0,0
140622,2,1,1,34,2,-1,-1,0,0,0,4411,1070,5086,37306,45970,36722,2941,1969,2010,2989,2940,0,0
72410,2,3,1,24,0,0,0,-2,0,0,81368,94768,77237,39620,32889,36913,4391,11872,0,684,1488,1955,0
283228,1,1,2,47,-1,-1,-1,-1,-1,-1,3633,15749,8822,2092,5309,30897,6161,5542,3272,3670,134999,5696,0
195493,2,2,1,46,-1,-1,-1,-1,-1,-1,1435,1941,1344,1522,313,11069,854,772,5271,1980,8584,1587,0
127163,2,1,2,41,0,0,0,0,0,0,55429,27953,11141,25562,30735,23387,2292,1954,1845,1034,613,603,1
115900,2,1,2,37,-2,-2,-2,-2,-2,-2,5603,50096,31688,27201,36152,23483,40073,37228,7660,40138,12418,31120,0
78421,1,1,1,26,0,0,0,0,0,0,34222,33297,44694,11604,18788,12440,1846,2104,1558,1099,1024,815,0
385394,1,2,2,43,0,0,0,0,0,0,65805,65086,26694,70791,37348,43037,2759,1091,1549,1508,1304,1636,0
20557,1,2,1,37,1,2,0,0,0,0,34494,23814,24439,18957,15888,0,772,1160,226,22,0,0,0
47975,2,1,1,37,-1,-1,2,2,2,0,37645,46908,16076,34426,45412,25456,1537,5879,2001,1186,1405,0,1
101718,2,3,2,49,1,-2,-1,0,0,0,23396,0,109484,73001,2468,1872,0,4820,3217,893,1840,2287,0
285545,1,3,1,47,0,0,0,0,0,0,104935,31483,46334,21949,14746,13092,1887,1969,1870,1338,2610,1703,1
75410,1,1,2,35,0,0,0,0,0,0,101013,113922,53445,56104,32861,0,4048,2390,2369,812,0,0,0
306838,1,1,2,28,0,0,-2,-2,-2,-2,44131,74358,0,46918,0,0,0,0,0,0,0,0,0
55084,1,2,1,40,1,2,2,2,2,2,38929,49252,30027,38788,32023,51809,2473,4185,0,0,1652,678,0
195791,2,1,1,47,-1,-1,0,0,-1,-1,6588,80890,14926,49852,11888,21013,44348,4909,2173,6359,19479,0,0
327025,2,1,2,52,-2,-2,-2,-2,-2,-2,2736,873,3537,2489,2934,11426,2234,3082,0,1366,8264,874,0
127941,2,3,1,31,0,0,0,0,0,0,38780,68524,53654,23114,21586,6620,2736,1672,0,582,1398,2484,0
83098,2,2,1,27,2,0,0,0,0,0,122080,101126,113422,119808,54023,88098,4355,2449,4852,2499,1571,92673,1
93693,2,1,2,46,1,-2,-2,-1,-1,-1,0,0,0,1068,429,7301,0,0,1028,494,939,0,0
47959,1,2,1,43,0,0,0,0,0,0,39078,93690,36247,99714,63336,66660,3717,2925,4420,1938,1249,1752,0
229477,2,2,3,34,0,0,0,0,0,0,194033,124316,100677,65254,158428,105410,6431,4917,24648,3205,74860,3765,1
510378,2,2,1,42,0,0,0,0,0,0,261282,541986,413243,480767,409111,628541,19311,50809,7944,9861,23226,17224,0
255350,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
135583,1,1,2,57,-2,-2,-2,-2,-2,-2,0,1238,0,0,0,0,125,0,0,0,0,0,0
73418,1,3,2,29,0,0,3,2,4,2,129655,97108,95043,81510,91520,38692,3329,3907,0,2724,5143,0,0
478949,2,3,1,37,2,2,2,2,2,2,23722,21883,28988,20997,34754,18630,1827,1436,1236,0,1748,2886,1
217199,2,1,1,39,-1,-1,-1,2,0,-1,682,2241,-75,-1114,2386,937,989,6006,0,0,310,515,0
405767,1,2,2,55,2,2,0,0,0,0,203048,230750,266597,250691,49721,106019,0,11166,2715,3252,1460,0,1
102925,2,1,1,50,3,2,2,2,2,2,95188,57924,51595,209310,216752,153910,12526,2676,0,39407,6251,946,1
34269,2,2,1,43,-2,-2,-2,-2,-2,-2,2543,0,0,0,0,0,0,1680,0,0,0,0,0
25305,2,2,2,48,4,2,2,0,0,0,2749,10025,16491,15146,10357,7822,0,2359,1424,1980,1006,22687,1
26055,1,1,2,37,-1,-1,-1,-2,-2,-2,-278,2322,2768,0,0,0,0,2142,0,0,0,0,1
89786,2,3,1,42,0,0,0,0,0,0,153336,226918,363383,118165,298003,109215,9780,5444,11204,5379,2923,3708,0
80492,2,1,1,43,0,0,0,0,0,0,37270,51400,42422,17234,17579,27662,2595,2111,592,718,1393,668,0
214437,2,2,1,50,-2,-2,-2,-2,-2,-2,4510,13274,11925,5567,-129,-424,14065,12719,2785,512,7076,4822,0
185044,2,2,1,36,0,0,0,0,0,0,86020,95527,51605,51970,60347,40840,3461,3736,1836,2741,5573,1741,0
23283,2,3,1,24,2,-1,-1,0,2,-2,15743,3955,3571,21807,0,1898,1603,41,0,0,1242,0,1
286904,1,1,1,44,-1,-1,0,-1,-1,-1,9034,1241,13532,1321,11951,5316,5102,1517,10767,5775,5885,6175,0
61859,1,2,1,41,-1,-1,-1,-1,-1,-1,2373,0,-135,20,1196,732,0,47,0,7517,1162,577,1
216405,1,1,2,52,-2,-2,-2,-2,-2,-2,0,0,0,-1276,1329,0,0,0,957,0,0,0,0
175222,2,2,2,33,0,0,0,0,0,2,91198,110745,75596,84895,65153,76606,4634,3956,4943,2623,5544,17161,0
72164,2,1,2,26,0,0,0,0,0,2,42165,46986,48394,105263,47113,39547,1470,1404,2746,2891,3437,3655,0
54243,2,2,1,33,2,2,2,2,2,0,15893,10723,13339,14703,10479,19463,1841,0,687,818,966,681,1
193658,1,1,2,31,0,0,0,0,0,0,151451,67480,97979,28336,108411,27648,5657,13634,14045,0,19267,5447,0
54441,2,2,2,38,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
211561,1,1,2,40,0,0,0,0,0,0,181335,138376,131540,109453,196293,107130,11552,10437,8870,3650,2318,3000,0
490060,2,2,2,40,-2,-2,-1,-2,0,0,6177,19746,15112,39860,26893,25826,1098,148458,78298,810,624,180663,0
209816,2,2,1,36,3,2,2,2,2,2,1023,5051,383,153,1040,2225,0,0,5822,0,1447,0,1
192045,2,3,1,32,0,0,0,-2,-2,-1,11738,15028,21198,0,0,1057,1573,0,3754,0,936,732,0
495168,1,1,1,45,1,-1,0,0,-1,0,129799,220455,210633,24753,99989,59323,51791,14321,8642,11026,8179,1396,0
62786,1,1,2,33,2,2,2,0,0,2,80570,100625,88373,118138,78070,85007,5683,2876,4683,2864,4161,25808,1
250543,1,1,1,48,-1,-1,-1,-1,0,-1,6729,1024,-3406,-2675,-798,559,422,473,122,886,61,628,1
201226,2,2,1,37,-2,-1,0,0,0,0,-1403,37470,95224,50691,38783,30841,60148,52691,747,2078,2729,1938,0
54552,2,2,1,24,0,0,0,0,0,0,22004,15578,20137,17929,28326,21021,1931,1841,0,2160,0,0,1
231048,2,1,2,44,-2,-2,-2,-2,-1,-2,918,2042,4278,2826,3460,-571,2265,1321,2100,537,1152,287,0
53817,2,1,2,34,1,2,0,0,0,0,47405,39885,37696,46768,23409,26217,0,2767,2457,2091,348,874,0
